0 0.0529135867611836
1 0.0108898890623915
2 0.0280485210835823
3 0.0305297420315506
4 0.0822820005013788
5 0.0134224560311942
6 0.0137124100312003
7 0.0189934992917269
8 0.0506362397194695
9 0.00106014642677
10 0.00551667899977951
11 0.0317711075940765
12 0.0161181221250004
13 0.0499151301621628
14 0.0468487155943906
15 0.0225718638907598
16 0.00101182076010233
17 0.0450168707922691
18 0.0500548215423741
19 0.0614513729019865
20 0.0188930725156832
21 0.00524107168206544
22 0.00995961997903874
23 0.00468759178101224
24 0.00935177370298441
25 0.000582930468426728
26 0.146578544914177
27 0.171940458852205
